alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1732980352.8883,anonymous,2344.2855910213,1730482930.695,"AS4230 CLARO S.A.","CLARO S.A.","São Paulo","South America",SA,Brazil,BR,,false,"Claro S.A",-23.6283,-46.6409,false,"Telcabos - Telecomunicações e Informática",true,"São Paulo",success,America/Sao_Paulo,01000,1732902209,1732980664.5016,80,http,http://189.43.42.103:80,false,811.69581413269,28225,10223,73.410840615897,189.43.42.103
true,1732980664.2607,elite,1834.577703476,1732956594.0392,"AS24940 Hetzner Online GmbH",HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,true,"Hetzner Online GmbH",60.1797,24.9344,false,Hetzner,false,Uusimaa,success,Europe/Helsinki,00201,1732979851,1732980664.2607,60932,http,http://135.181.76.180:60932,false,1014.012336731,5,84,5.6179775280899,135.181.76.180
true,1732980664.2146,elite,1387.2350283299,1721537917.9282,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Taohua,Asia,AS,China,CN,,false,Chinanet,28.6742,115.91,false,"Chinanet JX",true,Jiangxi,success,Asia/Shanghai,,1732425094,1732980664.2146,8000,http,http://117.21.14.245:8000,false,1289.8392677307,20924,158028,11.692520899459,117.21.14.245
true,1732980664.1803,elite,3281.6118144989,1728617135.2223,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732937784,1732980664.1803,26191,http,http://67.43.228.251:26191,false,856.52589797974,50,13020,0.38255547054323,67.43.228.251
true,1732980663.4663,elite,4400.3570567082,1716903750.2413,"AS53667 FranTech Solutions",PONYNET,"New York","North America",NA,"United States",US,,true,"FranTech Solutions",40.7038,-74.0138,false,"FranTech Solutions",true,"New York",success,America/New_York,10004,1732628884,1732980663.4663,30625,socks4,socks4://198.98.56.167:30625,true,806.98680877686,411,66178,0.61721906020514,198.98.56.167
true,1732980663.3918,elite,3189.823478171,1727692806.2779,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732896172,1732980663.3918,26093,http,http://67.43.227.228:26093,false,1068.8207149506,206,23967,0.85219046043106,67.43.227.228
true,1732980663.2168,elite,507.58211513053,1710576568.4421,"AS22612 Namecheap, Inc.",NAMECHEAP-NET,"Los Angeles","North America",NA,"United States",US,"West Los Angeles",true,"Namecheap, Inc.",34.0356,-118.442,false,"Namecheap, Inc.",true,California,success,America/Los_Angeles,90064,1732521858,1732980663.2168,3128,http,http://66.29.154.103:3128,false,402.48107910156,90472,210216,30.088330761454,66.29.154.103
true,1732980416.3871,elite,2806.9169591455,1716690021.163,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732582158,1732980663.0465,8059,http,http://72.10.164.178:8059,false,936.89775466919,613,97077,0.62749513768042,72.10.164.178
true,1732977162.8881,elite,1708.3652888125,1710701099.387,"AS4837 CHINA UNICOM China169 Backbone",CHINA169-Backbone,Chenzhou,Asia,AS,China,CN,,false,"CHINA UNICOM China169 Backbone",25.7706,113.015,false,"Chenzhou beihugongyeyuan",true,Hunan,success,Asia/Shanghai,423000,1732646285,1732980662.7661,9002,http,http://58.20.248.139:9002,false,997.23267555237,325300,42377,88.4743946453,58.20.248.139
true,1732980622.6471,elite,1073.0718374252,1732904957.4956,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732980625,1732980662.4071,22127,http,http://67.43.236.18:22127,false,899.80220794678,2,246,0.80645161290323,67.43.236.18
true,1732979707.0441,elite,2767.1479348617,1710558779.6442,"AS20632 PJSC MegaFon",PETERSTAR-AS,"St Petersburg",Europe,EU,Russia,RU,,false,"PJSC Megafon SZF",59.9311,30.3609,true,"JSC PeterStar",true,St.-Petersburg,success,Europe/Moscow,,1732503066,1732980662.3127,3128,http,http://46.47.197.210:3128,false,173.68698120117,179620,153075,53.98938968124,46.47.197.210
true,1732980661.995,transparent,5829.7360110341,1725620791.5031,"AS140413 PT. GAYUH MEDIA INFORMATIKA",GAYUHNET-AS-ID,Tangerang,Asia,AS,Indonesia,ID,,false,GAYUHNET,-6.177,106.6284,false,,true,Banten,success,Asia/Jakarta,15810,1732495439,1732980661.995,1111,http,http://103.151.35.165:1111,false,1903.740644455,4527,47294,8.7358406823489,103.151.35.165
true,1732980661.8788,elite,9503.9995986272,1720021257.6513,,,,,,,,,,,,,,,,,,,,,1732980661.8788,8081,socks4,socks4://247.222.119.177:8081,true,810.61100959778,246,45540,0.537282138645,247.222.119.177
true,1732980025.688,elite,1924.0232167984,1732823257.8,"AS31898 Oracle Corporation",ORACLE-BMC-31898,London,Europe,EU,"United Kingdom",GB,,true,"Oracle Corporation",51.5177,-0.6215,false,"Oracle Cloud Infrastructure (uk-london-1)",false,England,success,Europe/London,SL1,1732823258,1732980661.0555,8888,http,http://130.162.180.254:8888,false,666.05257987976,2067,243,89.480519480519,130.162.180.254
true,1732980661.039,transparent,7028.5911620865,1710577795.6145,"AS23673 Cogetel Online, Cambodia, ISP",ONLINE-AS,"Phnom Penh",Asia,AS,Cambodia,KH,,false,"COGETEL Co., Ltd",11.5583,104.9121,false,"Cogetel Ltd",true,"Phnom Penh",success,Asia/Phnom_Penh,,1732522184,1732980661.039,8080,http,http://202.62.62.29:8080,false,1813.9207363129,26197,291021,8.2583586051233,202.62.62.29
true,1732979861.6432,elite,2473.6182185927,1710633947.4062,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Nanjing,Asia,AS,China,CN,,false,Chinanet,32.0607,118.763,false,,true,Jiangsu,success,Asia/Shanghai,210000,1732666675,1732980659.9619,1080,http,http://221.231.13.198:1080,false,875.38361549377,185076,171676,51.878055343768,221.231.13.198
true,1732980659.4884,elite,7978.3356447478,1722157410.1807,"AS46606 Unified Layer",UNIFIEDLAYER-AS-1,Provo,"North America",NA,"United States",US,"East Bay",true,"Unified Layer",40.2066,-111.643,false,"Unified Layer",true,Utah,success,America/Denver,84606,1732934795,1732980659.4884,51023,socks4,socks4://162.214.162.180:51023,true,1391.487121582,481,37862,1.2544662650288,162.214.162.180
true,1732980659.4439,elite,1597.1116621618,1697035471.2945,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,"Las Vegas","North America",NA,"United States",US,,false,"Cox Communications Inc.",36.2038,-115.2255,false,"Cox Communications Inc.",true,Nevada,success,America/Los_Angeles,89108,1732977514,1732980659.4439,4145,socks4,socks4://98.181.137.80:4145,true,808.86149406433,122589,165415,42.565033818975,98.181.137.80
true,1732980659.3408,elite,4593.8411725534,1721887095.6234,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732685595,1732980659.3408,10075,socks4,socks4://72.10.160.93:10075,true,911.6313457489,148,33155,0.44440440801129,72.10.160.93
true,1732980659.1642,elite,6102.6801929007,1732697451.2138,"AS7552 Viettel Group",VIETEL-AS-AP,Hanoi,Asia,AS,Vietnam,VN,,false,"Viettel Corporation",21.0184,105.8461,false,"Viettel Group",false,Hanoi,success,Asia/Bangkok,100000,1732699574,1732980659.1642,10000,http,http://116.104.135.20:10000,false,1120.726108551,694,3547,16.364065078991,116.104.135.20
true,1732979797.8061,elite,2886.9252204895,1728035755.901,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732479368,1732980658.9427,12963,http,http://67.43.228.253:12963,false,1487.8261089325,160,17914,0.88524952971119,67.43.228.253
true,1732977662.3729,elite,1703.9289094056,1710564650.738,"AS134810 China Mobile Group JiLin communications corporation",CMNET-JILIN-AS-AP,"Jilin City",Asia,AS,China,CN,,false,"China Mobile communications corporation",43.8378,126.549,true,"China Mobile",true,Jilin,success,Asia/Shanghai,132000,1732682974,1732980658.7327,9091,http,http://111.26.177.28:9091,false,1285.3081226349,53751,81671,39.691482920057,111.26.177.28
true,1732980502.6512,elite,1155.5538936047,1728578272.7638,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"DigitalOcean, LLC",50.1187,8.6842,false,"DigitalOcean, LLC",true,Hesse,success,Europe/Berlin,60313,1732812322,1732980658.3351,8080,http,http://165.22.77.86:8080,false,661.55648231506,49678,16014,75.622602447787,165.22.77.86
true,1732980657.2422,elite,3479.3164196403,1721855587.2549,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732571441,1732980657.2422,11967,http,http://67.43.236.20:11967,false,1716.6633605957,344,46980,0.72690389654298,67.43.236.20
true,1732979487.4846,elite,2192.4185683823,1710634049.6881,"AS56047 China Mobile communications corporation",CMNET-Hunan-AP,Loudi,Asia,AS,China,CN,,false,"China Mobile Communications Corporation",27.6253,111.857,true,"China Mobile Communications Corporation",true,Hunan,success,Asia/Shanghai,417000,1732536375,1732980656.4882,9091,http,http://183.215.23.242:9091,false,902.70733833313,334441,36802,90.086816451758,183.215.23.242
true,1732980656.2507,elite,4224.7792350781,1732324095.0666,"AS24940 Hetzner Online GmbH",HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,true,"Hetzner Online GmbH",50.4777,12.3649,false,"Hetzner Online GmbH",true,Saxony,success,Europe/Berlin,08223,1732929465,1732980656.2507,60614,http,http://168.119.214.223:60614,false,1897.0608711243,616,6599,8.5377685377685,168.119.214.223
true,1732980186.8911,elite,2218.4311548869,1730603476.1768,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732898073,1732980656.1098,27155,http,http://67.43.236.19:27155,false,1600.7652282715,120,13861,0.85830770331164,67.43.236.19
true,1732980655.7653,elite,452.58352992632,1710558848.3051,"AS63949 Akamai Connected Cloud",AKAMAI-LINODE-AP,Fremont,"North America",NA,"United States",US,,true,"Akamai Technologies, Inc.",37.5625,-122.0004,false,Linode,false,California,success,America/Los_Angeles,94536,1732502857,1732980655.7653,8888,http,http://198.74.51.79:8888,false,305.26971817017,140350,233435,37.548323233945,198.74.51.79
true,1732977927.0312,elite,331.8568764532,1722396711.3663,"AS19084 ColoUp",COLOUP,Buffalo,"North America",NA,"United States",US,,true,ColoUp,42.8867,-78.8927,false,ColoUp,true,"New York",success,America/New_York,14202,1732679186,1732980655.4082,80,http,http://162.223.90.130:80,false,268.97192001343,158712,6356,96.149465674752,162.223.90.130
true,1732980427.9933,elite,961.91374376788,1719933392.9286,"AS16276 OVH SAS",OVH,London,Europe,EU,"United Kingdom",GB,,true,"OVH SAS",51.5074,-0.1196,false,"LGardner Abbie",true,England,success,Europe/London,EC1N,1732635324,1732980655.257,80,http,http://51.89.255.67:80,false,1204.1063308716,208637,9100,95.820646008717,51.89.255.67
true,1732980654.324,elite,4087.7274533325,1696967502.2818,"AS23953 PT ARTHA TELEKOMINDO",SCBDNET-AS-ID,Depok,Asia,AS,Indonesia,ID,,false,"Sudirman Central Business District",-6.3966,106.8164,false,,true,"West Java",success,Asia/Jakarta,16436,1732666007,1732980654.324,5678,socks4,socks4://115.85.74.114:5678,true,1937.1268749237,13373,225284,5.6034392454443,115.85.74.114
true,1732979976.8306,elite,2482.0393516853,1722499899.1466,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732586563,1732980654.2043,8351,http,http://72.10.164.178:8351,false,1100.7368564606,451,59617,0.75081574215889,72.10.164.178
true,1732978620.5682,transparent,888.05892550347,1732573774.0091,"AS214364 StreamTech Solutions EOOD",STREAMTECH-AS,Solihull,Europe,EU,"United Kingdom",GB,,false,"StreamTech Solutions EOOD",52.4145,-1.7841,false,"StreamTech Solutions LTD",false,England,success,Europe/London,B91,1732573774,1732980654.1118,3128,http,http://89.213.44.43:3128,false,265.68627357483,5181,1038,83.309213699952,89.213.44.43
true,1732980242.7173,elite,2041.19404157,1732565470.9659,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732781588,1732980653.8383,22101,http,http://67.43.228.250:22101,false,1631.9885253906,12,1674,0.71174377224199,67.43.228.250
true,1732978572.9982,elite,1345.2320539757,1710633910.8217,"AS56040 China Mobile communications corporation",CMNET-GuangDong-AP,Guangzhou,Asia,AS,China,CN,,false,"China Mobile Communications Corporation",23.1317,113.266,true,"China Mobile Communications Corporation",true,Guangdong,success,Asia/Shanghai,510000,1732867353,1732980653.7877,8443,http,http://183.234.215.11:8443,false,867.53225326538,304668,47102,86.61000085283,183.234.215.11
true,1732980565.2999,elite,2369.7921037674,1730695278.6207,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732828273,1732980653.4127,21239,http,http://67.43.227.228:21239,false,1259.6573829651,58,12316,0.46872474543397,67.43.227.228
true,1732980415.6957,elite,583.48667071447,1728746449.3503,"AS156 Northeastern University",NORTHEASTERN-GW-AS,Watertown,"North America",NA,"United States",US,,false,"Northeastern University",42.3725,-71.1814,false,"Northeastern University",false,Massachusetts,success,America/New_York,02472,1732980602,1732980652.1951,80,http,http://129.10.76.179:80,false,374.11546707153,11749,42664,21.592266553949,129.10.76.179
true,1732979064.438,anonymous,2338.6954212314,1730483844.773,"AS4230 CLARO S.A.","CLARO S.A.","São Paulo","South America",SA,Brazil,BR,,false,"Claro S.A",-23.6283,-46.6409,false,"Telcabos - Telecomunicações e Informática",true,"São Paulo",success,America/Sao_Paulo,01000,1732903205,1732980651.513,80,http,http://189.43.42.101:80,false,1737.0200157166,28144,10290,73.226830410574,189.43.42.101
true,1732980651.4985,elite,4172.0780087268,1712585667.7051,"AS63473 HostHatch, LLC",HOSTHATCH,"New York","North America",NA,"United States",US,,true,HostHatch,40.7123,-74.0068,false,"HostHatch LLC",true,"New York",success,America/New_York,10118,1732544488,1732980651.4985,31132,socks4,socks4://134.195.90.170:31132,true,937.24966049194,889,104628,0.84251826719865,134.195.90.170
true,1732980651.2463,elite,2361.7603506361,1729307345.1041,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732414054,1732980651.2463,7143,http,http://67.43.227.226:7143,false,1147.1960544586,105,14571,0.71545380212592,67.43.227.226
true,1732980651.1373,transparent,5528.6209777387,1732650136.1863,"AS38320 PT Maxindo Mitra Solusi",MMS-AS-ID,Bekasi,Asia,AS,Indonesia,ID,,false,Maxindo,-6.2349,106.9923,false,,false,"West Java",success,Asia/Jakarta,17530,1732650147,1732980651.1373,57413,http,http://43.247.36.202:57413,false,1546.3030338287,651,4360,12.991418878467,43.247.36.202
true,1732980650.8713,elite,1125.0162563746,1710943544.6703,"AS270158 Wantelco SAS de CV","Wantelco SAS de CV","San Luis Potosí City","North America",NA,Mexico,MX,,false,"Wantelco SAS de CV",22.0516,-100.9021,false,"Redpon SA De CV",true,"San Luis Potosí",success,America/Mexico_City,78426,1732544958,1732980650.8713,1080,socks4,socks4://170.78.211.161:1080,true,688.36116790771,14956,215000,6.5038529109917,170.78.211.161
true,1732980521.2191,elite,4402.407169342,1732956155.7865,"AS24940 Hetzner Online GmbH",HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,true,"Hetzner Online GmbH",60.1797,24.9344,false,Hetzner,false,Uusimaa,success,Europe/Helsinki,00201,1732957502,1732980650.78,60386,http,http://135.181.76.180:60386,false,1343.5161113739,38,271,12.297734627832,135.181.76.180
true,1732980591.435,anonymous,2599.0697380407,1730737457.9523,"AS4230 CLARO S.A.","CLARO S.A.","Simões Filho","South America",SA,Brazil,BR,,false,"Claro S.A",-12.7844,-38.4039,true,"Telcabos - Telecomunicações e Informática",true,Bahia,success,America/Bahia,43700,1732552248,1732980649.8735,80,http,http://187.28.39.190:80,false,1709.4769477844,12629,14504,46.544797847639,187.28.39.190
true,1732980585.6816,elite,2348.4406769276,1732954827.3871,"AS24940 Hetzner Online GmbH",HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,true,"Hetzner Online GmbH",60.1797,24.9344,false,Hetzner,false,Uusimaa,success,Europe/Helsinki,00201,1732978925,1732980649.709,60780,http,http://135.181.76.180:60780,false,1173.8159656525,8,95,7.7669902912621,135.181.76.180
true,1732980448.7636,elite,1698.3227890611,1725617539.8254,"AS396856 Sharon Networks, LLC",AS-SHARON,Central,Asia,AS,"Hong Kong",HK,,false,"Vantiva USA Shared Services Inc.",22.2849,114.164,false,,true,"Central and Western District",success,Asia/Hong_Kong,96521,1732872084,1732980648.9566,80,http,http://157.254.53.50:80,false,633.55326652527,78330,25582,75.381091692971,157.254.53.50
true,1732980648.824,elite,52.568382801389,1720453145.6497,"AS9009 M247 Europe SRL",M247,Zurich,Europe,EU,Switzerland,CH,,true,"M247 Europe SRL",47.3667,8.55,false,"M247 LTD",true,Zurich,success,Europe/Zurich,8064,1732549986,1732980648.824,3128,http,http://84.39.112.144:3128,false,58.442354202271,83883,122241,40.695406648425,84.39.112.144
true,1732980539.7359,elite,898.46631758691,1728585923.9566,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"DigitalOcean, LLC",50.1187,8.6842,false,"DigitalOcean, LLC",true,Hesse,success,Europe/Berlin,60313,1732820020,1732980648.8221,80,http,http://165.22.77.86:80,false,160.48574447632,49170,16404,74.983987556044,165.22.77.86
true,1732980648.7015,elite,2876.2852503459,1715591339.3174,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732788928,1732980648.7015,33207,http,http://72.10.160.90:33207,false,1163.5460853577,753,113549,0.65878112368987,72.10.160.90
true,1732980587.2506,elite,3111.4488636575,1731442908.7215,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732653038,1732980647.8147,16955,http,http://67.43.228.253:16955,false,872.33233451843,124,10015,1.2230002958872,67.43.228.253
true,1732978615.4132,anonymous,2367.2784443682,1730483540.7347,"AS4230 CLARO S.A.","CLARO S.A.","São Paulo","South America",SA,Brazil,BR,,false,"Claro S.A",-23.6283,-46.6409,false,"Telcabos - Telecomunicações e Informática",true,"São Paulo",success,America/Sao_Paulo,01000,1732902925,1732980647.5643,80,http,http://189.43.42.97:80,false,820.21856307983,28245,10196,73.47623631019,189.43.42.97
true,1732980646.891,anonymous,2651.6486591213,1730742560.0472,"AS4230 CLARO S.A.","CLARO S.A.","Simões Filho","South America",SA,Brazil,BR,,false,"Claro S.A",-12.7844,-38.4039,true,"Telcabos - Telecomunicações e Informática",true,Bahia,success,America/Bahia,43700,1732557159,1732980646.891,80,http,http://187.28.39.191:80,false,686.98143959045,12328,14727,45.566438735908,187.28.39.191
true,1732980646.4563,elite,1985.0181222519,1711276598.4371,"AS136171 Medha Hosting",MEDHAHOSTING-AS-AP,Bengaluru,Asia,AS,India,IN,"EWS Colony",true,NIXI,12.9076,77.6111,false,,true,Karnataka,success,Asia/Kolkata,560056,1732443491,1732980646.4563,5678,socks4,socks4://103.157.224.1:5678,true,951.70831680298,2995,165299,1.7796237536692,103.157.224.1
true,1732980638.8972,elite,2289.9250189463,1732956442.3166,"AS24940 Hetzner Online GmbH",HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,true,"Hetzner Online GmbH",60.1797,24.9344,false,Hetzner,false,Uusimaa,success,Europe/Helsinki,00201,1732980095,1732980645.8743,60431,http,http://135.181.76.180:60431,false,1780.8349132538,3,85,3.4090909090909,135.181.76.180
true,1732980523.3267,elite,4883.6334943771,1732956058.887,"AS24940 Hetzner Online GmbH",HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,true,"Hetzner Online GmbH",60.1797,24.9344,false,Hetzner,false,Uusimaa,success,Europe/Helsinki,00201,1732978483,1732980645.5066,60747,http,http://135.181.76.180:60747,false,1347.5568294525,12,93,11.428571428571,135.181.76.180
true,1732980572.6225,elite,4139.0185832977,1732955231.9124,"AS24940 Hetzner Online GmbH",HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,true,"Hetzner Online GmbH",60.1797,24.9344,false,Hetzner,false,Uusimaa,success,Europe/Helsinki,00201,1732978247,1732980645.4759,60813,http,http://135.181.76.180:60813,false,1134.8214149475,10,102,8.9285714285714,135.181.76.180
true,1732980643.341,transparent,4969.9269984798,1729374434.536,"AS24940 Hetzner Online GmbH",HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,true,"Hetzner Online GmbH",50.4777,12.3649,false,Hetzner,true,Saxony,success,Europe/Berlin,08223,1732398824,1732980643.341,8080,http,http://49.13.1.139:8080,false,561.47789955139,6633,47520,12.248628884826,49.13.1.139
true,1732980428.5446,elite,2766.688344825,1731558400.3472,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732812230,1732980643.2912,27557,http,http://72.10.160.173:27557,false,773.09012413025,117,11348,1.0204971652857,72.10.160.173
true,1732980643.2223,elite,796.35765372204,1732750148.4028,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Amsterdam,Europe,EU,"The Netherlands",NL,,true,"DigitalOcean, LLC",52.352,4.9392,false,"Digital Ocean",false,"North Holland",success,Europe/Amsterdam,1098,1732750148,1732980643.2223,3128,http,http://188.166.47.155:3128,false,80.0461769104,1190,2261,34.48275862069,188.166.47.155
true,1732980137.4474,elite,1842.9584097088,1730482247.1528,"AS216383 ONLINE SERVER TELEKOMUNIKASYON LIMITED SIRKETI",OnlineServer2,Dubai,Asia,AS,"United Arab Emirates",AE,,false,ITEL,25.0731,55.298,true,,true,Dubai,success,Asia/Dubai,,1732901561,1732980643.1669,80,http,http://87.248.129.32:80,false,379.20522689819,22830,16077,58.678386922662,87.248.129.32
true,1732980469.8642,anonymous,2358.7996345081,1730481954.4927,"AS4230 CLARO S.A.","CLARO S.A.","São Paulo","South America",SA,Brazil,BR,,false,"Claro S.A",-23.6283,-46.6409,false,"Telcabos - Telecomunicações e Informática",true,"São Paulo",success,America/Sao_Paulo,01000,1732901385,1732980642.2553,80,http,http://189.43.42.100:80,false,714.27130699158,28204,10266,73.314270860411,189.43.42.100
true,1732980471.1137,elite,410.48611810997,1727496652.9073,"AS57511 Innovative Telecom Systems FZE",ITEL-AS-NUMBER,"Ras al-Khaimah",Asia,AS,"United Arab Emirates",AE,,false,ITEL,25.8009,55.9683,false,,true,"Imarat Ra's al Khaymah",success,Asia/Dubai,,1732563000,1732980641.5162,80,http,http://158.255.77.169:80,false,392.42100715637,44670,20802,68.227639296188,158.255.77.169
true,1732980471.6322,anonymous,2607.121453856,1730747217.7107,"AS4230 CLARO S.A.","CLARO S.A.","Simões Filho","South America",SA,Brazil,BR,,false,"Claro S.A",-12.7844,-38.4039,true,"Telcabos - Telecomunicações e Informática",true,Bahia,success,America/Bahia,43700,1732562190,1732980641.4752,80,http,http://187.28.39.177:80,false,685.76645851135,12464,14508,46.210885362598,187.28.39.177
true,1732980639.8371,elite,1372.403665602,1726499002.3055,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Singapore,Asia,AS,Singapore,SG,Pioneer,true,"DigitalOcean, LLC",1.32123,103.695,false,"DigitalOcean, LLC",true,"South West",success,Asia/Singapore,627753,1732547534,1732980639.8371,8888,http,http://167.71.214.49:8888,false,407.45878219604,19079,77046,19.84811443433,167.71.214.49
true,1732979792.9233,elite,1456.4432737206,1732972110.4498,"AS4837 CHINA UNICOM China169 Backbone",CHINA169-Backbone,Hangzhou,Asia,AS,China,CN,,false,"CNC Group CHINA169 Zhejiang Province Network",30.2742,120.155,false,,false,Zhejiang,success,Asia/Shanghai,310000,1732972113,1732980639.4313,8085,http,http://123.154.31.26:8085,false,933.07709693909,119,4,96.747967479675,123.154.31.26
true,1732980639.0796,elite,2888.9130291283,1711182534.6599,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732376108,1732980639.0796,13971,http,http://72.10.164.178:13971,false,1305.004119873,1295,153242,0.83798701928988,72.10.164.178
true,1732980627.9694,transparent,1281.3088537501,1731259085.807,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Slough,Europe,EU,"United Kingdom",GB,,true,"DigitalOcean, LLC",51.5368,-0.6718,false,"DigitalOcean, LLC",false,England,success,Europe/London,SL1,1732468730,1732980638.6138,8080,http,http://64.227.46.7:8080,false,29.841184616089,17329,8325,67.548920246355,64.227.46.7
true,1732980637.8589,anonymous,2636.3798109994,1730738454.0973,"AS4230 CLARO S.A.","CLARO S.A.","Simões Filho","South America",SA,Brazil,BR,,false,"Claro S.A",-12.7844,-38.4039,true,"Telcabos - Telecomunicações e Informática",true,Bahia,success,America/Bahia,43700,1732553059,1732980637.8589,80,http,http://187.28.39.180:80,false,714.29562568665,12465,14653,45.965779187256,187.28.39.180
true,1732980637.678,elite,659.21039787225,1710552350.0995,"AS61098 Akenes SA",exoscale,Sofia,Europe,EU,Bulgaria,BG,,true,"Akenes SA",42.6951,23.325,false,"Akenes SA",true,Sofia-Capital,success,Europe/Sofia,1000,1732497267,1732980637.678,3128,http,http://194.182.178.90:3128,false,681.5025806427,126307,198882,38.841104711414,194.182.178.90
true,1732954931.2046,anonymous,876.1927730763,1702815746.6426,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Singapore,Asia,AS,Singapore,SG,Pioneer,true,"DigitalOcean, LLC",1.32123,103.695,false,Digitalocean,true,"South West",success,Asia/Singapore,627753,1732536280,1732980637.6331,23128,http,http://178.128.113.118:23128,false,324.32389259338,421944,61618,87.257476807524,178.128.113.118
true,1732980600.4719,elite,2718.7188360081,1730788932.5942,"AS212552 BitCommand LLC",BitCommand,Istanbul,Asia,AS,Türkiye,TR,,false,"BitCommand LLC",41.0011,28.9675,false,"Deployish Limited",true,Istanbul,success,Europe/Istanbul,34134,1732602494,1732980637.4957,80,http,http://91.228.186.200:80,false,206.5908908844,23484,10715,68.668674522647,91.228.186.200
